 X,Z,T
4.99591773858295E-04,5.46394360439551E-04,310.82305980410400
3.74693830393722E-04,6.11129103662996E-04,310.82305980410400
2.49795886929148E-04,6.75863846886442E-04,310.82305980410400
1.24897943464574E-04,7.40598590109888E-04,310.82305980410400
0,8.05333333333333E-04,310.82305980410400
3.74693830393722E-04,4.09795770329663E-04,310.82305980410400
2.49795886929148E-04,4.74530513553109E-04,310.82305980410400
1.24897943464574E-04,5.39265256776554E-04,310.82305980410400
0,6.04E-04,310.82305980410400
2.49795886929148E-04,2.73197180219775E-04,310.82305980410400
1.24897943464574E-04,3.37931923443221E-04,310.82305980410400
0,4.02666666666667E-04,310.82305980410400
1.24897943464574E-04,1.36598590109888E-04,310.82305980410400
0,2.01333333333333E-04,310.82305980410400
0,0,310.82305980410400
5.67001522701416E-04,4.09795770329663E-04,310.82305980410400
4.42103579236842E-04,2.73197180219775E-04,310.82305980410400
3.17205635772268E-04,1.36598590109888E-04,310.82305980410400
1.92307692307694E-04,0,310.82305980410400
6.34411271544535E-04,2.73197180219775E-04,310.82305980410400
5.09513328079962E-04,1.36598590109888E-04,310.82305980410400
3.84615384615388E-04,0,310.82305980410400
7.01821020387655E-04,1.36598590109888E-04,310.82305980410400
5.76923076923081E-04,0,310.82305980410400
7.69230769230775E-04,0,310.82305980410400
5.66790945758139E-04,0.001213981589418760,310.82305980410400
4.25093209318604E-04,0.0013131528587307300,310.82305980410400
2.8339547287907E-04,0.0014123241280427100,310.82305980410400
1.41697736439535E-04,0.001511495397354690,310.82305980410400
0,0.0016106666666666700,310.82305980410400
4.25093209318604E-04,0.0011118195253974000,310.82305980410400
2.8339547287907E-04,0.001210990794709380,310.82305980410400
1.41697736439535E-04,0.0013101620640213600,310.82305980410400
0,0.0014093333333333300,310.82305980410400
2.8339547287907E-04,0.0010096574613760400,310.82305980410400
1.41697736439535E-04,0.0011088287306880200,310.82305980410400
0,0.0012080000000000000,310.82305980410400
1.41697736439535E-04,9.07495397354689E-04,310.82305980410400
0,0.0010066666666666700,310.82305980410400
5.16391566833256E-04,7.13291167684352E-04,310.82305980410400
5.33191359808217E-04,8.80187974929153E-04,310.82305980410400
5.49991152783178E-04,0.0010470847821739500,310.82305980410400
3.91493623368683E-04,7.78025910907798E-04,310.82305980410400
4.08293416343644E-04,9.44922718152599E-04,310.82305980410400
2.66595679904109E-04,8.42760654131243E-04,310.82305980410400
0.0015384615384615400,0,310.82305980410400
0.0014443304424218000,1.78164219861416E-04,310.82305980410400
0.001350199346382050,3.56328439722832E-04,310.82305980410400
0.0012560682503423100,5.34492659584248E-04,310.82305980410400
0.0011619371543025600,7.12656879445664E-04,310.82305980410400
0.0013461538461538500,0,310.82305980410400
0.0012520227501141100,1.78164219861416E-04,310.82305980410400
0.0011578916540743600,3.56328439722832E-04,310.82305980410400
0.0010637605580346200,5.34492659584248E-04,310.82305980410400
0.0011538461538461600,0,310.82305980410400
0.0010597150578064100,1.78164219861416E-04,310.82305980410400
9.65583961766669E-04,3.56328439722832E-04,310.82305980410400
9.61538461538467E-04,0,310.82305980410400
8.67407365498722E-04,1.78164219861416E-04,310.82305980410400
6.65178118969362E-04,5.87959990191079E-04,310.82305980410400
7.32587867812482E-04,4.51361400081191E-04,310.82305980410400
7.99997616655602E-04,3.14762809971304E-04,310.82305980410400
8.30764464080429E-04,6.29525619942607E-04,310.82305980410400
8.98174212923549E-04,4.92927029832719E-04,310.82305980410400
9.96350809191496E-04,6.71091249694135E-04,310.82305980410400
6.81977911944323E-04,7.5485679743588E-04,310.82305980410400
8.4756425705539E-04,7.96422427187409E-04,310.82305980410400
0.0010131506021664600,8.37988056938937E-04,310.82305980410400
6.98777704919284E-04,9.21753604680682E-04,310.82305980410400
8.64364050030351E-04,9.6331923443221E-04,310.82305980410400
7.15577497894245E-04,0.001088650411925480,310.82305980410400
0.0023076923076923100,0,310.82305980410400
0.0022249473944851500,1.61540512823518E-04,310.82305980410400
0.002142202481277990,3.23081025647036E-04,310.82305980410400
0.0020594575680708400,4.84621538470555E-04,310.82305980410400
0.001976712654863680,6.46162051294073E-04,310.82305980410400
0.0021153846153846200,0,310.82305980410400
0.0020326397021774600,1.61540512823518E-04,310.82305980410400
0.0019498947889703000,3.23081025647036E-04,310.82305980410400
0.0018671498757631400,4.84621538470555E-04,310.82305980410400
0.0019230769230769300,0,310.82305980410400
0.0018403320098697700,1.61540512823518E-04,310.82305980410400
0.00175758709666261,3.23081025647036E-04,310.82305980410400
0.001730769230769240,0,310.82305980410400
0.001648024317562080,1.61540512823518E-04,310.82305980410400
0.0015538932215223300,3.39704732684934E-04,310.82305980410400
0.0016634560006228600,5.01245245508452E-04,310.82305980410400
0.0017730187797234000,6.6278575833197E-04,310.82305980410400
0.0014597621254825900,5.1786895254635E-04,310.82305980410400
0.0015693249045831200,6.79409465369868E-04,310.82305980410400
0.001365631029442840,6.96033172407766E-04,310.82305980410400
6.13755619809571E-04,0.001991741374318230,310.82305980410400
4.60316714857178E-04,0.002097806030738670,310.82305980410400
3.06877809904786E-04,0.0022038706871591100,311.1062333090170
1.53438904952393E-04,0.002309935343579560,311.1062333090170
0,0.0024160000000000000,311.1062333090170
4.60316714857178E-04,0.0018964726974053400,310.82305980410400
3.06877809904786E-04,0.002002537353825780,310.82305980410400
1.53438904952393E-04,0.002108602010246220,310.82305980410400
0,0.0022146666666666700,311.1062333090170
3.06877809904786E-04,0.0018012040204924500,310.82305980410400
1.53438904952393E-04,0.0019072686769128900,310.82305980410400
0,0.002013333333333330,310.82305980410400
1.53438904952393E-04,0.0017059353435795600,310.82305980410400
0,0.0018120000000000000,310.82305980410400
2.95136641391928E-04,0.0016067640742675800,310.82305980410400
4.36834377831462E-04,0.001507592804955600,310.82305980410400
5.78532114270997E-04,0.0014084215356436200,310.82305980410400
4.4857554634432E-04,0.0017020327511804700,310.82305980410400
5.90273282783855E-04,0.0016028614818684900,310.82305980410400
6.02014451296713E-04,0.001797301428093360,310.82305980410400
0.0011978457700989300,0.0015787219385749200,310.82305980410400
0.0010518232325265900,0.0016819767975107400,310.82305980410400
9.05800694954251E-04,0.0017852316564465700,310.82305980410400
7.59778157381911E-04,0.0018884865153824000,310.82305980410400
0.0010400820640137300,0.0014875368512858800,310.82305980410400
8.94059526441393E-04,0.001590791710221700,310.82305980410400
7.48036988869053E-04,0.0016940465691575300,310.82305980410400
